respondent_id,age_group,gender,occupation,city_tier,monthly_income,income_range,education_level,fitness_goal,fitness_level,workout_frequency,workout_consistency,daily_steps,sleep_hours,sleep_quality,stress_level,diet_quality,water_intake,health_concern_level,medical_fitness_goal,uses_fitness_app,uses_wearable,past_smartwatch_owner,digital_adoption_level,trust_in_health_data,privacy_concern_level,app_notification_preference,pref_sleep_tracking,pref_stress_monitoring,pref_hydration_reminder,pref_heart_rate,pref_diet_suggestion,pref_workout_plan,pref_personalized_report,battery_life_importance,design_importance,brand_preference,monthly_health_spend,preferred_price_range,willingness_to_pay,payment_preference,discount_sensitivity,subscription_willingness,purchase_intention,likely_to_purchase,upgrade_intention,family_influence,social_media_influence,referrals_made,health_concern_score,fitness_readiness_score,lifestyle_risk_score,digital_adoption_score,price_sensitivity_score,purchase_potential_score,engagement_score,sleep_stress_risk_category,budget_segment,customer_value_segment,feedback_text
FT101051,18-24,Female,Student,Tier 1,21000.0,< 25K,Graduate,Muscle Gain,Beginner,0,Low,2400,5.7,Poor,High,Poor,3.0,High,Yes,Yes,Yes,Yes,High,High,High,Minimal,Yes,Yes,No,No,Yes,Yes,Yes,High,Low,Budget / Value,1390.0,3K-6K,4500,Full Payment,High,No,3,No,No,Low,High,3,88.8,12.2,88.0,81.4,97.3,39.0,68.9,High,Budget,Low Value,"Design is decent, battery is average, app could improve a little."
FT101052,18-24,Male,Working Professional,Tier 2,78500.0,50K-1L,Graduate,General Fitness,Intermediate,4,High,10100,6.3,Poor,Medium,Average,2.8,High,No,Yes,Yes,Yes,High,High,High,Moderate,Yes,No,Yes,Yes,Yes,Yes,Yes,High,Medium,No Preference,1440.0,6K-10K,6200,Full Payment,Low,No,3,No,Yes,High,High,1,54.1,52.5,55.5,87.6,34.5,45.7,82.4,High,Mid-Range,Medium Value,Sleep tracking data seems wrong and the design feels cheap.
FT101053,18-24,Male,Student,Tier 1,25200.0,25K-50K,High School,Medical / Recovery,Beginner,0,Low,3000,8.2,Good,Low,Average,1.1,Low,Yes,Yes,No,No,High,Medium,High,Frequent,Yes,No,Yes,Yes,No,Yes,Yes,Medium,Medium,No Preference,1470.0,3K-6K,5800,Full Payment,Low,No,4,Yes,No,High,Low,2,36.0,25.7,39.6,60.1,46.5,57.2,75.5,Low,Mid-Range,Medium Value,"Average experience overall, nothing special but works fine."
FT101054,18-24,Male,Self-Employed,Tier 1,50500.0,50K-1L,High School,General Fitness,Intermediate,3,Medium,10700,5.9,Poor,High,Poor,2.3,High,No,Yes,No,Yes,High,Medium,Medium,Moderate,No,No,No,Yes,Yes,No,No,Medium,High,Budget / Value,1410.0,3K-6K,4600,Full Payment,High,No,5,Yes,Yes,Low,Medium,0,81.6,47.4,78.8,60.3,97.1,77.1,55.7,High,Budget,Medium Value,Heart rate monitoring feels reliable and the hydration reminders really help.
FT101055,35-44,Female,Working Professional,Tier 2,37500.0,25K-50K,High School,Weight Loss,Beginner,1,Low,5200,6.4,Average,Medium,Good,1.5,Low,No,No,No,No,High,High,High,Moderate,Yes,Yes,No,No,No,Yes,No,Low,Low,No Preference,1140.0,3K-6K,5300,Full Payment,Low,Yes,3,No,No,Low,High,0,50.7,28.7,55.8,41.4,49.6,39.7,38.3,Moderate,Mid-Range,Low Value,Customer support was slow and the device disconnects from the app often.
FT101056,45-54,Male,Working Professional,Tier 3,51100.0,50K-1L,Graduate,Medical / Recovery,Beginner,2,Medium,2800,6.8,Average,Medium,Poor,2.4,High,Yes,Yes,Yes,No,Medium,High,Low,Frequent,Yes,No,Yes,Yes,Yes,Yes,Yes,Medium,Medium,Premium / Trusted,550.0,6K-10K,6800,Full Payment,High,Yes,4,Yes,No,Low,Medium,0,58.1,24.1,56.6,69.3,87.2,60.6,83.0,Moderate,Mid-Range,Medium Value,"Design is decent, battery is average, app could improve a little."
FT101057,18-24,Male,Working Professional,Tier 2,64400.0,50K-1L,Graduate,General Fitness,Intermediate,4,High,11200,6.7,Poor,Medium,Poor,0.5,Medium,No,Yes,No,No,High,High,Medium,Minimal,Yes,Yes,No,No,Yes,Yes,Yes,Medium,Medium,Budget / Value,4180.0,3K-6K,4500,Full Payment,Low,Yes,5,Yes,No,Low,High,4,68.2,55.5,62.0,75.8,46.4,77.4,67.0,High,Budget,Medium Value,"Great value for money, the app is smooth and the design looks premium."
FT101058,25-34,Female,Working Professional,Tier 1,69500.0,50K-1L,Graduate,General Fitness,Beginner,0,Low,5000,6.3,Poor,Low,Average,2.5,Medium,No,Yes,No,Yes,High,High,High,Moderate,Yes,Yes,No,No,No,Yes,No,Medium,Low,No Preference,3470.0,6K-10K,6000,Full Payment,Medium,No,3,No,No,Medium,Medium,1,58.0,18.7,62.4,80.0,62.2,42.9,66.9,Moderate,Mid-Range,Low Value,"Too expensive for the features offered, the price could be lower."
FT101059,35-44,Male,Working Professional,Tier 2,54900.0,50K-1L,Graduate,Weight Loss,Beginner,1,Low,4800,6.8,Poor,Medium,Poor,2.9,Medium,Yes,Yes,No,Yes,Medium,Medium,Low,Frequent,No,No,No,No,Yes,Yes,No,High,Medium,Premium / Trusted,1480.0,6K-10K,7700,Full Payment,Low,Yes,4,Yes,Yes,High,Medium,2,76.9,19.2,80.0,50.9,46.7,66.3,59.4,High,Mid-Range,Medium Value,"The watch is okay, does the basic job of counting steps."
FT101060,55+,Male,Homemaker,Tier 2,14700.0,< 25K,High School,Weight Loss,Beginner,3,Medium,7500,6.0,Poor,Medium,Average,2.2,Medium,No,Yes,No,No,Low,Low,Low,Frequent,No,No,Yes,Yes,No,Yes,No,High,High,Premium / Trusted,330.0,6K-10K,7300,Full Payment,Low,No,3,Yes,No,Low,Low,2,63.7,36.4,57.7,28.5,52.2,53.6,55.8,High,Mid-Range,Medium Value,"Average experience overall, nothing special but works fine."
FT101061,25-34,Female,Working Professional,Tier 3,48800.0,25K-50K,Graduate,Stress Management,Beginner,0,Low,900,5.7,Poor,High,Poor,1.4,High,No,No,No,No,Medium,Medium,High,Minimal,Yes,Yes,No,Yes,No,No,No,Medium,High,Budget / Value,3180.0,3K-6K,4100,Full Payment,Medium,No,2,No,No,High,Medium,1,90.4,7.5,81.2,27.4,67.8,33.9,26.4,High,Budget,Low Value,"The watch is okay, does the basic job of counting steps."
FT101062,18-24,Male,Student,Tier 2,13000.0,< 25K,High School,General Fitness,Intermediate,2,Medium,2000,6.9,Average,Medium,Poor,3.9,High,No,Yes,Yes,No,High,High,High,Frequent,Yes,Yes,Yes,Yes,Yes,No,Yes,High,Low,No Preference,670.0,3K-6K,3100,Full Payment,High,No,3,No,No,High,High,4,58.0,38.9,57.2,84.4,89.1,38.0,88.3,Moderate,Budget,Low Value,"The watch is okay, does the basic job of counting steps."
FT101063,25-34,Male,Self-Employed,Tier 3,52200.0,50K-1L,Post Graduate,Medical / Recovery,Beginner,3,Medium,6200,6.6,Average,Medium,Average,3.2,High,Yes,Yes,Yes,Yes,High,High,Low,Minimal,No,Yes,Yes,Yes,No,Yes,Yes,Medium,Medium,Budget / Value,930.0,3K-6K,3200,Full Payment,Medium,No,4,Yes,Yes,Low,Medium,0,48.4,40.8,51.9,85.1,73.0,72.9,70.2,Moderate,Budget,Medium Value,Comfortable to wear all day and the stress tracking is genuinely useful.
FT101064,25-34,Male,Working Professional,Tier 1,38900.0,25K-50K,High School,Weight Loss,Intermediate,3,Medium,8800,6.7,Poor,Medium,Average,1.9,High,No,Yes,No,No,Medium,Medium,Medium,Moderate,Yes,Yes,Yes,No,No,No,Yes,Medium,High,Budget / Value,750.0,3K-6K,4300,Full Payment,Low,Yes,3,No,No,Medium,High,2,66.6,48.3,61.7,50.3,51.3,50.5,60.7,High,Budget,Medium Value,"Design is decent, battery is average, app could improve a little."
FT101065,55+,Male,Homemaker,Tier 2,30000.0,25K-50K,Graduate,Muscle Gain,Intermediate,3,Medium,7000,6.1,Poor,Low,Average,2.1,Low,No,No,No,No,Low,High,Low,Moderate,No,Yes,No,No,No,No,No,Low,Medium,No Preference,1540.0,3K-6K,4900,Full Payment,Medium,No,2,No,No,Low,Medium,0,50.5,40.0,50.9,21.4,72.5,25.7,22.8,Moderate,Budget,Low Value,"It works as expected, neither impressed nor disappointed so far."
FT101066,25-34,Male,Self-Employed,Tier 2,36100.0,25K-50K,High School,Stress Management,Intermediate,5,High,11600,5.0,Poor,Medium,Poor,0.7,Medium,No,No,No,No,Medium,Medium,Low,Minimal,Yes,No,No,No,Yes,No,No,High,Medium,Budget / Value,2110.0,3K-6K,4000,Full Payment,Low,Yes,2,No,No,Medium,High,3,65.9,54.4,65.0,28.9,52.3,26.5,22.7,High,Budget,Low Value,I am worried about my health data privacy and how it is stored.
FT101067,35-44,Female,Working Professional,Tier 1,208500.0,2L+,Post Graduate,Muscle Gain,Beginner,0,Low,5400,5.8,Poor,High,Average,2.7,High,No,No,No,No,Medium,Medium,Low,Minimal,Yes,Yes,Yes,Yes,No,Yes,No,Medium,Low,No Preference,8470.0,6K-10K,8400,EMI,Medium,Yes,4,Yes,No,Low,Medium,1,83.5,17.2,79.1,35.4,49.7,58.2,37.8,High,Mid-Range,Medium Value,The personalized health reports keep me motivated to stay consistent.
FT101068,18-24,Female,Student,Tier 2,11800.0,< 25K,High School,General Fitness,Intermediate,3,Medium,6300,7.0,Average,Medium,Average,1.2,High,No,Yes,No,No,High,High,Medium,Moderate,No,Yes,Yes,No,No,Yes,No,Medium,Medium,Budget / Value,170.0,3K-6K,3000,Full Payment,Low,No,4,Yes,No,Low,High,2,48.5,42.1,54.4,57.8,51.8,56.8,59.1,Moderate,Budget,Medium Value,"It works as expected, neither impressed nor disappointed so far."
FT101069,25-34,Male,Working Professional,Tier 2,84700.0,50K-1L,Post Graduate,Muscle Gain,Intermediate,2,Medium,7300,6.0,Poor,High,Poor,2.8,High,No,Yes,No,No,High,High,Medium,Minimal,Yes,Yes,No,No,Yes,No,No,Medium,Low,Budget / Value,1900.0,3K-6K,4000,Full Payment,High,Yes,4,Yes,No,Low,Low,1,80.1,39.7,83.0,60.4,79.0,59.4,53.0,High,Budget,Medium Value,"Reasonable device for the price, a few features could be better."
FT101070,45-54,Female,Self-Employed,Tier 3,51900.0,50K-1L,High School,Stress Management,Beginner,1,Low,6800,6.1,Average,High,Average,3.1,High,Yes,Yes,Yes,Yes,High,Medium,High,Moderate,Yes,Yes,No,No,Yes,Yes,No,High,Medium,Premium / Trusted,2360.0,3K-6K,5500,Full Payment,High,Yes,3,No,Yes,High,Low,1,64.9,33.4,62.5,78.4,91.6,46.5,70.6,High,Mid-Range,Medium Value,Hard to set up for beginners and too many confusing notifications.
FT101071,25-34,Female,Working Professional,Tier 1,115600.0,1L-2L,Post Graduate,Better Sleep,Intermediate,5,High,8400,6.1,Poor,Medium,Average,2.2,Medium,No,Yes,No,No,High,High,Low,Moderate,No,Yes,Yes,No,No,Yes,Yes,High,High,Budget / Value,1900.0,6K-10K,7200,Full Payment,Medium,Yes,4,Yes,No,Medium,Medium,2,57.1,55.1,54.8,65.4,61.7,57.5,66.0,High,Mid-Range,Medium Value,"I love the sleep tracking, it is accurate and easy to understand."
FT101072,25-34,Female,Homemaker,Tier 3,17700.0,< 25K,Graduate,General Fitness,Beginner,0,Low,2600,6.6,Poor,Medium,Good,1.4,Medium,No,No,No,No,Medium,High,Low,Moderate,Yes,Yes,Yes,Yes,No,No,No,High,Medium,Budget / Value,150.0,< 3K,1500,Full Payment,Medium,Yes,2,No,No,High,Low,0,66.5,12.3,60.4,27.7,78.2,28.5,37.8,High,Budget,Low Value,"The watch is okay, does the basic job of counting steps."
FT101073,45-54,Female,Working Professional,Tier 2,40000.0,25K-50K,Diploma,General Fitness,Beginner,0,Low,3300,5.3,Poor,High,Average,3.3,High,No,No,No,No,Low,Low,Low,Frequent,Yes,Yes,Yes,Yes,No,No,Yes,High,High,Budget / Value,1020.0,3K-6K,3100,Full Payment,High,Yes,3,No,No,Low,Medium,1,75.1,11.5,72.3,18.8,91.5,42.9,46.0,High,Budget,Low Value,Hard to set up for beginners and too many confusing notifications.
FT101074,45-54,Female,Self-Employed,Tier 2,67000.0,50K-1L,Diploma,Muscle Gain,Beginner,0,Low,800,6.9,Average,Medium,Average,2.3,High,No,No,No,No,Low,Medium,High,Frequent,Yes,Yes,Yes,Yes,No,No,No,Medium,Medium,Budget / Value,2970.0,3K-6K,4100,Full Payment,Medium,No,2,No,No,Low,Low,0,61.5,12.1,57.8,22.9,74.0,27.4,43.2,Moderate,Budget,Low Value,The battery drains too quickly and charging takes very long.
FT101075,25-34,Female,Working Professional,Tier 2,48400.0,25K-50K,Graduate,General Fitness,Beginner,3,Medium,6800,7.5,Good,Low,Poor,2.4,Low,No,Yes,No,No,Medium,High,High,Frequent,Yes,Yes,Yes,No,No,Yes,No,High,Medium,No Preference,1550.0,< 3K,2600,Full Payment,Medium,Yes,3,No,No,Low,Medium,1,37.3,47.6,36.2,48.4,68.3,36.0,67.1,Low,Budget,Low Value,"Average experience overall, nothing special but works fine."
FT101076,25-34,Male,Working Professional,Tier 1,122500.0,1L-2L,Post Graduate,Weight Loss,Beginner,1,Low,5400,5.4,Poor,High,Good,1.6,Medium,No,Yes,No,No,High,High,Medium,Moderate,Yes,Yes,Yes,No,No,No,No,High,High,Budget / Value,8050.0,3K-6K,5800,Full Payment,Low,Yes,3,No,No,High,Medium,2,73.5,29.3,72.9,62.5,38.3,47.0,60.7,High,Mid-Range,Medium Value,Sleep tracking data seems wrong and the design feels cheap.
FT101077,25-34,Male,Working Professional,Tier 3,49200.0,25K-50K,Post Graduate,Medical / Recovery,Beginner,1,Low,4400,6.4,Poor,Medium,Average,2.5,High,Yes,No,No,No,Low,Low,Medium,Minimal,No,Yes,No,Yes,Yes,No,No,High,High,No Preference,730.0,< 3K,2400,Full Payment,High,No,2,No,No,High,Low,0,67.3,21.7,70.6,10.4,96.4,21.0,20.5,High,Budget,Low Value,Heart rate readings feel inaccurate during workouts and the strap is uncomfortable.
FT101078,25-34,Male,Working Professional,Tier 3,27300.0,25K-50K,High School,Weight Loss,Beginner,0,Low,3600,4.9,Poor,High,Good,2.1,Medium,No,No,No,No,Medium,Medium,Low,Moderate,Yes,Yes,Yes,No,No,Yes,Yes,Medium,Medium,Premium / Trusted,1790.0,3K-6K,4500,Full Payment,Low,No,2,No,No,Low,High,2,79.9,15.9,66.0,29.8,57.5,33.7,42.9,High,Budget,Low Value,Customer support was slow and the device disconnects from the app often.
FT101079,25-34,Male,Homemaker,Tier 3,12600.0,< 25K,Graduate,Weight Loss,Intermediate,3,Medium,6200,6.8,Average,Low,Average,1.2,Low,No,Yes,Yes,Yes,Medium,High,Low,Frequent,No,No,Yes,Yes,No,Yes,Yes,Low,High,Premium / Trusted,400.0,3K-6K,5100,Full Payment,High,No,3,No,Yes,High,Low,1,42.1,52.4,46.2,70.2,85.6,46.6,74.7,Low,Mid-Range,Medium Value,"Great value for money, the app is smooth and the design looks premium."
FT101080,18-24,Female,Student,Tier 3,16300.0,< 25K,Diploma,Muscle Gain,Beginner,3,Medium,2700,6.9,Good,Low,Poor,3.4,Low,Yes,No,No,Yes,Medium,High,Low,Frequent,No,Yes,Yes,No,Yes,Yes,No,High,High,No Preference,910.0,< 3K,1700,Full Payment,High,Yes,2,No,Yes,High,Medium,1,35.8,36.8,43.8,24.6,94.5,21.0,43.8,Low,Budget,Low Value,Sleep tracking data seems wrong and the design feels cheap.
FT101081,45-54,Male,Working Professional,Tier 2,37700.0,25K-50K,High School,Weight Loss,Intermediate,4,High,10400,8.0,Good,Low,Good,3.7,Low,Yes,No,Yes,No,Low,Medium,Low,Moderate,Yes,No,No,Yes,Yes,Yes,Yes,Medium,Medium,Budget / Value,540.0,3K-6K,3400,Full Payment,High,Yes,2,No,No,Low,Medium,2,18.1,63.3,15.1,40.6,93.1,28.2,46.6,Low,Budget,Low Value,Heart rate readings feel inaccurate during workouts and the strap is uncomfortable.
FT101082,45-54,Male,Working Professional,Tier 2,47700.0,25K-50K,Graduate,Weight Loss,Advanced,5,High,7800,6.5,Average,Medium,Good,3.1,Medium,No,Yes,Yes,Yes,Medium,High,High,Frequent,Yes,No,Yes,No,No,No,Yes,Medium,Medium,No Preference,950.0,3K-6K,5100,Full Payment,Medium,No,3,No,Yes,Low,Low,1,38.8,67.2,33.7,74.3,69.0,48.4,71.9,Moderate,Mid-Range,Medium Value,"The watch is okay, does the basic job of counting steps."
FT101083,45-54,Male,Working Professional,Tier 3,49700.0,25K-50K,Diploma,Weight Loss,Beginner,0,Low,1900,6.5,Average,High,Poor,3.0,Medium,Yes,No,No,No,Medium,Medium,Medium,Moderate,Yes,No,No,No,Yes,No,Yes,High,Low,No Preference,1420.0,3K-6K,4700,Full Payment,Low,No,3,No,No,Medium,Low,1,68.6,21.8,78.4,30.8,45.3,35.7,34.6,High,Budget,Low Value,Hard to set up for beginners and too many confusing notifications.
FT101084,55+,Male,Working Professional,Tier 1,63600.0,50K-1L,Diploma,Weight Loss,Beginner,1,Low,6500,5.3,Poor,High,Average,3.7,High,No,No,No,No,Low,Medium,High,Moderate,Yes,No,Yes,Yes,No,Yes,No,Medium,Low,No Preference,950.0,3K-6K,5100,Full Payment,Medium,No,2,No,No,Low,Medium,0,81.5,28.6,79.4,18.5,67.4,27.6,34.6,High,Mid-Range,Low Value,I am worried about my health data privacy and how it is stored.
FT101085,35-44,Female,Homemaker,Tier 3,23700.0,< 25K,Post Graduate,General Fitness,Beginner,2,Medium,7000,5.0,Poor,Medium,Average,1.5,High,Yes,Yes,Yes,Yes,Medium,Medium,High,Minimal,Yes,No,Yes,Yes,No,No,Yes,High,Low,Premium / Trusted,420.0,3K-6K,4900,Full Payment,High,Yes,3,No,No,Low,Medium,0,60.0,32.0,63.4,70.3,92.6,46.1,60.7,High,Budget,Medium Value,Heart rate monitoring feels reliable and the hydration reminders really help.
FT101086,35-44,Female,Homemaker,Tier 2,31400.0,25K-50K,Graduate,Better Sleep,Advanced,4,High,7900,6.8,Average,Low,Average,1.5,Low,No,Yes,No,No,Low,Low,High,Moderate,No,Yes,Yes,No,No,Yes,No,High,Medium,Premium / Trusted,860.0,6K-10K,7500,Full Payment,Medium,Yes,3,No,No,Medium,Medium,0,33.1,56.3,35.5,36.5,68.9,37.6,51.6,Low,Mid-Range,Low Value,The battery drains too quickly and charging takes very long.
FT101087,35-44,Male,Working Professional,Tier 2,88000.0,50K-1L,Post Graduate,General Fitness,Beginner,2,Medium,6600,6.7,Poor,Medium,Good,2.0,High,No,Yes,No,No,Medium,Medium,Medium,Moderate,Yes,Yes,Yes,Yes,No,Yes,Yes,High,High,Premium / Trusted,3370.0,6K-10K,6700,Full Payment,Low,No,4,Yes,No,Medium,Medium,0,53.9,25.8,55.8,48.3,49.0,57.7,68.6,High,Mid-Range,Medium Value,"The watch is okay, does the basic job of counting steps."
FT101088,25-34,Male,Working Professional,Tier 1,32900.0,25K-50K,High School,General Fitness,Beginner,3,Medium,4200,5.6,Poor,High,Poor,2.5,High,No,Yes,No,No,High,High,Low,Minimal,Yes,Yes,Yes,Yes,No,No,No,Low,Medium,Budget / Value,1430.0,3K-6K,5600,Full Payment,Medium,No,5,Yes,No,Low,High,3,82.0,30.2,77.4,61.7,65.1,81.5,57.7,High,Mid-Range,Medium Value,Step counting is accurate and syncing with the app is fast and seamless.
FT101089,25-34,Male,Self-Employed,Tier 1,117000.0,1L-2L,Post Graduate,Muscle Gain,Advanced,4,High,7300,7.0,Average,Low,Poor,2.1,Low,Yes,Yes,Yes,Yes,High,High,Low,Minimal,No,No,Yes,No,Yes,No,No,Medium,High,Budget / Value,740.0,6K-10K,8200,EMI,Low,Yes,5,Yes,Yes,Low,Medium,1,38.2,59.6,42.3,94.8,43.5,90.4,60.8,Low,Mid-Range,Medium Value,The battery life is excellent and lasts almost a week on a single charge.
FT101090,18-24,Male,Student,Tier 1,28600.0,25K-50K,Graduate,General Fitness,Beginner,2,Medium,7500,4.9,Poor,High,Poor,1.5,High,No,Yes,Yes,Yes,High,High,Low,Moderate,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,High,No Preference,1660.0,3K-6K,5800,Full Payment,High,Yes,5,Yes,Yes,Low,High,4,82.8,32.3,81.8,93.9,99.0,93.0,88.9,High,Mid-Range,Medium Value,Heart rate monitoring feels reliable and the hydration reminders really help.
FT101091,35-44,Female,Self-Employed,Tier 2,53200.0,50K-1L,Graduate,General Fitness,Beginner,1,Low,2900,5.5,Poor,High,Good,2.3,Medium,No,Yes,No,No,Medium,Medium,Low,Moderate,Yes,Yes,No,No,No,No,Yes,Medium,Medium,Premium / Trusted,1370.0,6K-10K,7600,Full Payment,Medium,No,4,Yes,No,Medium,Medium,2,77.3,20.5,70.8,52.2,71.7,60.9,57.1,High,Mid-Range,Medium Value,Step counting is accurate and syncing with the app is fast and seamless.
FT101092,18-24,Female,Student,Tier 2,12600.0,< 25K,High School,General Fitness,Advanced,6,High,7800,4.6,Poor,High,Poor,2.2,High,No,No,No,No,Medium,Medium,Low,Frequent,Yes,Yes,No,No,No,No,No,High,High,Budget / Value,670.0,3K-6K,3100,Full Payment,Low,No,3,No,No,Low,Medium,0,77.9,60.6,75.7,31.0,60.4,34.8,37.4,High,Budget,Low Value,Heart rate readings feel inaccurate during workouts and the strap is uncomfortable.
FT101093,18-24,Male,Student,Tier 1,23700.0,< 25K,Post Graduate,General Fitness,Advanced,7,High,10800,4.7,Poor,High,Average,3.0,High,No,Yes,Yes,Yes,High,High,Medium,Frequent,Yes,No,Yes,Yes,Yes,Yes,Yes,High,Medium,No Preference,540.0,6K-10K,6300,Full Payment,Low,Yes,4,Yes,Yes,Low,Medium,3,65.6,73.8,68.2,95.3,52.8,66.6,92.1,High,Mid-Range,Medium Value,"Design is decent, battery is average, app could improve a little."
FT101094,25-34,Male,Student,Tier 1,30700.0,25K-50K,Graduate,General Fitness,Beginner,0,Low,3200,6.2,Poor,Medium,Good,2.3,Medium,Yes,No,No,Yes,Medium,High,Medium,Moderate,Yes,No,Yes,No,No,Yes,Yes,High,Medium,Budget / Value,710.0,3K-6K,4100,Full Payment,High,No,3,No,Yes,Medium,Low,0,58.3,17.6,58.5,36.5,91.9,35.4,40.9,High,Budget,Low Value,"Average experience overall, nothing special but works fine."
FT101095,25-34,Female,Working Professional,Tier 2,55600.0,50K-1L,Post Graduate,Weight Loss,Beginner,2,Medium,6400,5.6,Poor,Medium,Good,0.8,High,No,No,No,No,High,High,Medium,Moderate,Yes,Yes,No,Yes,No,Yes,No,Medium,High,No Preference,2250.0,3K-6K,3200,Full Payment,Medium,No,2,No,No,Low,Medium,0,53.9,26.2,53.9,40.4,67.3,32.8,42.3,High,Budget,Low Value,"The watch is okay, does the basic job of counting steps."
FT101096,18-24,Female,Self-Employed,Tier 1,75800.0,50K-1L,Graduate,Better Sleep,Beginner,3,Medium,3800,6.6,Poor,High,Poor,2.6,High,No,Yes,No,No,High,High,Medium,Minimal,Yes,Yes,Yes,No,No,Yes,Yes,High,Medium,No Preference,620.0,6K-10K,6400,Full Payment,Medium,Yes,4,Yes,No,Medium,High,1,85.7,31.7,79.2,62.9,65.1,61.6,62.4,High,Mid-Range,Medium Value,"The watch is okay, does the basic job of counting steps."
FT101097,35-44,Male,Working Professional,Tier 3,57600.0,50K-1L,Post Graduate,Medical / Recovery,Beginner,0,Low,800,5.2,Poor,Medium,Poor,3.6,High,Yes,Yes,No,No,High,High,Low,Moderate,Yes,No,No,Yes,Yes,Yes,No,Medium,High,No Preference,840.0,< 3K,2900,Full Payment,Medium,No,5,Yes,No,Low,High,2,82.9,9.4,76.0,64.2,70.8,73.8,65.6,High,Budget,Medium Value,"Great value for money, the app is smooth and the design looks premium."
FT101098,45-54,Male,Working Professional,Tier 1,119200.0,1L-2L,Graduate,Better Sleep,Beginner,1,Low,5800,6.7,Average,Medium,Good,2.3,Medium,No,Yes,Yes,Yes,Low,Medium,Low,Moderate,No,No,No,No,No,Yes,Yes,Medium,Medium,Premium / Trusted,7220.0,6K-10K,9900,EMI,Medium,No,4,Yes,No,Medium,Low,0,49.3,29.9,46.1,63.7,58.1,53.9,56.9,Moderate,Mid-Range,Medium Value,"Average experience overall, nothing special but works fine."
FT101099,18-24,Male,Student,Tier 2,20500.0,< 25K,Post Graduate,Weight Loss,Beginner,1,Low,2200,7.6,Average,Medium,Average,3.1,Medium,No,Yes,Yes,No,High,High,Medium,Moderate,Yes,Yes,Yes,No,Yes,Yes,Yes,Medium,Medium,Premium / Trusted,670.0,6K-10K,6800,Full Payment,Low,No,4,Yes,No,Low,High,1,54.2,22.4,59.7,87.6,57.0,70.5,82.4,Moderate,Mid-Range,Medium Value,"The watch is okay, does the basic job of counting steps."
FT101100,18-24,Female,Student,Tier 1,33300.0,25K-50K,Diploma,Stress Management,Intermediate,3,Medium,5200,5.9,Poor,High,Poor,1.9,Medium,Yes,Yes,No,No,High,Medium,High,Minimal,No,No,Yes,No,Yes,No,No,High,Medium,Budget / Value,2010.0,3K-6K,5800,Full Payment,Medium,No,3,No,No,Low,Medium,3,86.8,39.6,89.3,62.4,73.5,52.0,49.4,High,Mid-Range,Medium Value,"Average experience overall, nothing special but works fine."
FT101101,25-34,Male,Working Professional,Tier 2,64900.0,50K-1L,Diploma,Muscle Gain,Intermediate,3,Medium,2400,5.7,Poor,High,Poor,2.8,High,No,Yes,Yes,No,High,High,High,Moderate,No,Yes,Yes,No,Yes,No,No,Low,High,No Preference,3820.0,3K-6K,4300,Full Payment,High,Yes,3,No,No,Medium,Medium,0,81.3,33.9,82.0,81.7,82.3,36.8,67.5,High,Budget,Low Value,Heart rate readings feel inaccurate during workouts and the strap is uncomfortable.
FT101102,35-44,Male,Working Professional,Tier 2,58100.0,50K-1L,Graduate,Weight Loss,Advanced,5,High,10300,6.8,Poor,Medium,Good,1.7,Medium,No,Yes,Yes,Yes,High,High,High,Frequent,Yes,Yes,Yes,Yes,Yes,No,Yes,Medium,High,Budget / Value,390.0,3K-6K,4300,Full Payment,High,Yes,3,No,No,High,High,1,51.9,59.9,53.9,85.0,91.8,35.4,88.5,High,Budget,Low Value,"Average experience overall, nothing special but works fine."
FT101103,35-44,Other,Self-Employed,Tier 2,43800.0,25K-50K,Graduate,Medical / Recovery,Intermediate,4,High,8000,6.8,Average,Medium,Good,2.1,Medium,Yes,No,No,No,Low,Low,Medium,Minimal,Yes,Yes,Yes,Yes,Yes,No,Yes,High,Low,Premium / Trusted,1360.0,3K-6K,5700,Full Payment,Medium,No,2,No,No,Low,Low,1,40.6,59.1,40.9,12.1,78.8,27.8,33.9,Moderate,Mid-Range,Low Value,Hard to set up for beginners and too many confusing notifications.
